code,chapitre,chapitre_libelle,groupe,groupe_libelle,variete,libelle,libelle_normalise,sai,revision
3570,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),70,LESION PAR NOYADE,LESION PAR NOYADE,non,
3580,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),80,LESION PAR HYPERTHERMIE,LESION PAR HYPERTHERMIE,non,
3590,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",35,LESION PAR AGENT PHYSIQUE (SAI),90,LESION DE L'ALTITUDE LESIONS PAR RADIATIONS,LESION DE L'ALTITUDE LESIONS PAR RADIATIONS,non,1992 AJOUT
3600,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),00,LESION PAR RADIATIONS (SAI),LESION PAR RADIATIONS (SAI),oui,
3610,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),10,LUCITE - LESION PAR RADIATIONS SOLAIRES OU ULTRAVIOLETTES,LUCITE - LESION PAR RADIATIONS SOLAIRES OU ULTRAVIOLETTES,non,
3612,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),12,ACTINORETICULOSE,ACTINORETICULOSE,non,
3614,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),14,HYDROA VACCINIFORME,HYDROA VACCINIFORME,non,
3616,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),16,PHOTODERMATOSE MEDICAMENTEUSE,PHOTODERMATOSE MEDICAMENTEUSE,non,
3618,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),18,LESION DE LA PUVATHERAPIE,LESION DE LA PUVATHERAPIE,non,
3620,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),20,LESION PAR RADIATION IONISANTE (SAI),LESION PAR RADIATION IONISANTE (SAI),oui,
3622,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),22,LESION AIGUE PAR RADIATION IONISANTE,LESION AIGUE PAR RADIATION IONISANTE,non,
3624,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),24,RADIONECROSE,RADIONECROSE,non,
3626,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),26,LESION CHRONIQUE PAR RADIATION IONISANTE,LESION CHRONIQUE PAR RADIATION IONISANTE,non,
3628,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),28,LESION DE LA CURIETHERAPIE,LESION DE LA CURIETHERAPIE,non,
3630,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),30,LESION PAR ISOTOPE RADIOACTIF (SAI),LESION PAR ISOTOPE RADIOACTIF (SAI),oui,
3632,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",36,LESION PAR RADIATIONS (SAI),32,LESION PAR THOROTRAST LESIONS PAR INTOXICATION,LESION PAR THOROTRAST LESIONS PAR INTOXICATION,non,
3700,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),00,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),oui,
3710,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),10,LESION AIGUE PAR AGENT CAUSTIQUE FORT (ACIDE ET BASE FORTE),LESION AIGUE PAR AGENT CAUSTIQUE FORT (ACIDE ET BASE FORTE),non,
3711,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),11,LESION AIGUE PAR ACIDE FORT,LESION AIGUE PAR ACIDE FORT,non,
3714,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),14,LESION AIGUE PAR BASE FORTE,LESION AIGUE PAR BASE FORTE,non,
3718,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),18,STENOSE PAR CAUSTIQUE - LESION CHRONIQUE PAR CAUSTIQUE,STENOSE PAR CAUSTIQUE - LESION CHRONIQUE PAR CAUSTIQUE,non,2003 MODIF
3719,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),19,LESION PAR LE FORMOL,LESION PAR LE FORMOL,non,
3720,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),20,LESION PAR METALLOIDE (SAI),LESION PAR METALLOIDE (SAI),oui,
3721,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),21,BROMIDE - LESION PAR LE BROME,BROMIDE - LESION PAR LE BROME,non,
3722,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),22,LESION PAR LE TETRAOXYDE D'OSMIUM (ACIDE OSMIQUE),LESION PAR LE TETRAOXYDE D'OSMIUM (ACIDE OSMIQUE),non,1992 AJOUT
3723,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),23,LESION PAR LE CHLORE,LESION PAR LE CHLORE,non,
3725,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),25,LESION PAR LE CYANURE,LESION PAR LE CYANURE,non,
3726,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),26,FLUOROSE - LESION PAR LE FLUOR:,FLUOROSE - LESION PAR LE FLUOR:,non,
3728,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),28,IODURE - IODIDE - LESION PAR L'IODE,IODURE - IODIDE - LESION PAR L'IODE,non,
3729,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),29,LESION PAR LE PHOSPHORE,LESION PAR LE PHOSPHORE,non,
3730,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),30,LESION PAR LES METAUX (SAI),LESION PAR LES METAUX (SAI),oui,
3731,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),31,ARGYROSE - LESION PAR L'ARGENT,ARGYROSE - LESION PAR L'ARGENT,non,
3732,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),32,LESION PAR L'ARSENIC,LESION PAR L'ARSENIC,non,
3733,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),33,LESION PAR L'ALUMINIUM,LESION PAR L'ALUMINIUM,non,
3735,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),35,BERYLIOSE - LESION PAR LE BERYLIUM,BERYLIOSE - LESION PAR LE BERYLIUM,non,
3736,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),36,LESION PAR LE BISMUTH,LESION PAR LE BISMUTH,non,
3737,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),37,LESION PAR LE COBALT,LESION PAR LE COBALT,non,
3738,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),38,LESION PAR LE CUIVRE,LESION PAR LE CUIVRE,non,
3739,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),39,LESION PAR LE CHROME,LESION PAR LE CHROME,non,1999 AJOUT
3741,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),41,LESION PAR LE LITHIUM,LESION PAR LE LITHIUM,non,
3742,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),42,LESIONS PAR LE THALLIUM,LESIONS PAR LE THALLIUM,non,1999 AJOUT
3743,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),43,LESION PAR LE MAGNESIUM,LESION PAR LE MAGNESIUM,non,
3745,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),45,LESION PAR LE MERCURE:,LESION PAR LE MERCURE:,non,
3746,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),46,LESION PAR L'OR,LESION PAR L'OR,non,
3747,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),47,LESION PAR LE PLOMB,LESION PAR LE PLOMB,non,
3748,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),48,LESION PAR LE ZINC:,LESION PAR LE ZINC:,non,
3749,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),49,LESION PAR ZIRCONIUM,LESION PAR ZIRCONIUM,non,
3750,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),50,LESION PAR SUBSTANCE OU SOLVANT ORGANIQUES (SAI),LESION PAR SUBSTANCE OU SOLVANT ORGANIQUES (SAI),oui,
3751,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),51,LESION PAR L'ALCOOL METHYLIQUE,LESION PAR L'ALCOOL METHYLIQUE,non,
3752,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),52,"LESION PAR BENZENE (TOLUENE, XYLENE, ETC)","LESION PAR BENZENE (TOLUENE, XYLENE, ETC)",non,
3753,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),53,LESION PAR TETRACHLORURE DE CARBONE,LESION PAR TETRACHLORURE DE CARBONE,non,
3754,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),54,LESION PAR TETRA ET TRICHLORETHYLENE,LESION PAR TETRA ET TRICHLORETHYLENE,non,
3755,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),55,LESION PAR TRINITROTOLUENE,LESION PAR TRINITROTOLUENE,non,
3756,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),56,LESION PAR ESSENCE ET AUTRE HYDROCARBURE,LESION PAR ESSENCE ET AUTRE HYDROCARBURE,non,1992 AJOUT
3757,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),57,LESION PAR HERBICIDE (PARAQUAT),LESION PAR HERBICIDE (PARAQUAT),non,
3759,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),59,LESION PAR PESTICIDE ET INSECTICIDE,LESION PAR PESTICIDE ET INSECTICIDE,non,
3760,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),60,LESION PAR ALCOOL ETHYLIQUE (SAI),LESION PAR ALCOOL ETHYLIQUE (SAI),oui,
3770,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),70,LESIONS PAR LE TABAC (SAI) - LESIONS PAR LA NICOTINE,LESIONS PAR LE TABAC (SAI) - LESIONS PAR LA NICOTINE,oui,1999 MODIF
3772,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),72,LESIONS DUES A LA CAFEINE - LESIONS DUES A LA THEINE,LESIONS DUES A LA CAFEINE - LESIONS DUES A LA THEINE,non,1999 MODIF
3774,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),74,LESIONS DUES A LA THEOBROMINE,LESIONS DUES A LA THEOBROMINE,non,1999 AJOUT
3780,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),80,LESION PAR LES GAZ TOXIQUES (SAI),LESION PAR LES GAZ TOXIQUES (SAI),oui,
3781,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),81,MALADIE DES SILOS,MALADIE DES SILOS,non,1992 AJOUT
3785,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),85,LESIONS PAR L'OXYDE DE CARBONE,LESIONS PAR L'OXYDE DE CARBONE,non,1999 AJOUT
3786,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),86,LESIONS PAR LE DISULFIDE DE CARBONE,LESIONS PAR LE DISULFIDE DE CARBONE,non,1999 AJOUT
3787,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),87,LESIONS PAR L'OXYDE D'ETHYLENE,LESIONS PAR L'OXYDE D'ETHYLENE,non,1999 AJOUT
3789,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),89,LESION DE LA FUMEE,LESION DE LA FUMEE,non,1992 AJOUT
3790,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),90,LESION PAR LE CHLORURE DE VINYLE,LESION PAR LE CHLORURE DE VINYLE,non,
3791,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",37,INTOXICATION (SAI) - LESION PAR AGENT CHIMIQUE NON MEDICAMENTEUX (SAI),91,LESIONS PAR L'ACRYLAMIDE LESIONS PAR SUBSTANCES OU CORPS ETRANGERS,LESIONS PAR L'ACRYLAMIDE LESIONS PAR SUBSTANCES OU CORPS ETRANGERS,non,1999 AJOUT
3800,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,00,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,oui,
3801,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,01,ANTHRACOSE,ANTHRACOSE,non,
3803,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,03,ASBESTOSE - CORPS ASBESTOSIQUE (SAI),ASBESTOSE - CORPS ASBESTOSIQUE (SAI),oui,
3804,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,04,LESION PAR LE SILICONE,LESION PAR LE SILICONE,non,
3805,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,05,SILICOSE - GRANULOME SILICOTIQUE (SAI),SILICOSE - GRANULOME SILICOTIQUE (SAI),oui,
3806,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,06,LESION PAR LE TALC - TALCOME,LESION PAR LE TALC - TALCOME,non,
3807,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,07,TATOUAGE,TATOUAGE,non,
3808,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,08,DISPOSITIF INTRA UTERIN (DIU),DISPOSITIF INTRA UTERIN (DIU),non,1992 AJOUT
3809,3,"LESION TRAUMATIQUE ET MECANIQUE, DEFORMATION ACQUISE, LESION PAR AGENT PHYSIQUE, CHIMIQUE ET MEDICAMENTEUX",38,LESION PAR SUBSTANCES ET CORPS ETRANGERS EXOGENE ET ENDOGENE (SAI):,09,LESION PAR LES MATIERES PLASTIQUES SYNTHETIQUES,LESION PAR LES MATIERES PLASTIQUES SYNTHETIQUES,non,
